Antibiotic,Optimal_Threshold,Accuracy,Balanced_Accuracy,Sensitivity_Recall_TPR,Specificity_TNR,Precision_PPV,NPV,F1_Score,MCC,Cohen_Kappa,ROC_AUC,PR_AUC,True_Positives,True_Negatives,False_Positives,False_Negatives,Total_Samples,Resistant_Count,Susceptible_Count
Ampicillin,0.3562861382961273,0.87125,0.8820054945054945,0.8461538461538461,0.9178571428571428,0.9503239740820735,0.7626112759643917,0.8952187182095626,0.7380314122642725,0.7297297297297298,0.9273763736263738,0.9650512282984304,440,257,23,80,800,520,280
