Mean_Predicted_Probability,Fraction_Positives
0.08724629059433937,0.075
0.13755181247350012,0.21782178217821782
0.23921053478683252,0.34782608695652173
0.33082657475625316,0.41935483870967744
0.4624865263700485,0.8
0.5381180197000504,0.6666666666666666
0.645590029656887,0.875
0.7582546595264884,0.8235294117647058
0.8632221324521987,0.9795081967213115
0.9212332963943481,1.0
