Antibiotic,Optimal_Threshold,Accuracy,Balanced_Accuracy,Sensitivity_Recall_TPR,Specificity_TNR,Precision_PPV,NPV,F1_Score,MCC,Cohen_Kappa,ROC_AUC,PR_AUC,True_Positives,True_Negatives,False_Positives,False_Negatives,Total_Samples,Resistant_Count,Susceptible_Count
Cefotaxime,0.38645076751708984,0.955,0.9229199533575692,0.8688524590163934,0.9769874476987448,0.905982905982906,0.9668737060041408,0.8870292887029289,0.8592420818714684,0.8589489081600669,0.9253549626174635,0.9015973010229693,106,467,11,16,600,122,478
