Mean_Predicted_Probability,Fraction_Positives
0.056106547664874676,0.03184713375796178
0.13654027949286324,0.042735042735042736
0.2349452621406979,0.022222222222222223
0.34575774893164635,0.125
0.4197746068239212,0.25
0.5670931935310364,0.3333333333333333
0.6392542918523153,0.6666666666666666
0.746293306350708,0.8571428571428571
0.8683006255065694,0.9411764705882353
0.9475559500547556,0.9692307692307692
