False_Positive_Rate,True_Positive_Rate,Threshold
0.0,0.0,inf
0.0,0.00819672131147541,0.99592006
0.0,0.09836065573770492,0.97020954
0.0,0.13114754098360656,0.9684475
0.0,0.14754098360655737,0.9633461
0.0,0.1885245901639344,0.9631019
0.0,0.19672131147540983,0.96223724
0.0,0.21311475409836064,0.9582007
0.0,0.2540983606557377,0.95516676
0.0,0.27049180327868855,0.95334107
0.0,0.29508196721311475,0.94558
0.0,0.38524590163934425,0.9251684
0.0,0.4016393442622951,0.9241942
0.0,0.4344262295081967,0.9192051
0.0020920502092050207,0.4344262295081967,0.9189564
0.0020920502092050207,0.45901639344262296,0.91656876
0.0020920502092050207,0.47540983606557374,0.91344965
0.0020920502092050207,0.4918032786885246,0.9105544
0.0041841004184100415,0.4918032786885246,0.9092114
0.0041841004184100415,0.5,0.90596616
0.0041841004184100415,0.5163934426229508,0.9050583
0.0041841004184100415,0.5245901639344263,0.89868796
0.0041841004184100415,0.5901639344262295,0.8966558
0.0041841004184100415,0.6475409836065574,0.8738783
0.006276150627615063,0.6475409836065574,0.86945057
0.006276150627615063,0.7049180327868853,0.85644716
0.008368200836820083,0.7049180327868853,0.85622066
0.008368200836820083,0.7295081967213115,0.84658974
0.008368200836820083,0.7459016393442623,0.8441159
0.008368200836820083,0.8114754098360656,0.7446597
0.010460251046025104,0.8114754098360656,0.7352499
0.010460251046025104,0.8442622950819673,0.6518115
0.012552301255230125,0.8442622950819673,0.61247087
0.012552301255230125,0.8524590163934426,0.5987032
0.01882845188284519,0.8524590163934426,0.43572295
0.02301255230125523,0.8524590163934426,0.42063004
0.02301255230125523,0.8688524590163934,0.38645077
0.0397489539748954,0.8688524590163934,0.2871979
0.043933054393305436,0.8688524590163934,0.28143644
0.060669456066945605,0.8688524590163934,0.25205508
0.06485355648535565,0.8688524590163934,0.24862461
0.06694560669456066,0.8688524590163934,0.24855989
0.06694560669456066,0.8770491803278688,0.24705616
0.06903765690376569,0.8770491803278688,0.2460918
0.07322175732217573,0.8770491803278688,0.2428005
0.07740585774058577,0.8770491803278688,0.23638533
0.08158995815899582,0.8770491803278688,0.23542635
0.08577405857740586,0.8770491803278688,0.23020081
0.0899581589958159,0.8770491803278688,0.22862521
0.09414225941422594,0.8770491803278688,0.22260888
0.09832635983263599,0.8770491803278688,0.21751024
0.100418410041841,0.8770491803278688,0.21288985
0.10460251046025104,0.8770491803278688,0.21262774
0.12552301255230125,0.8770491803278688,0.21192919
0.13598326359832635,0.8770491803278688,0.19722919
0.13598326359832635,0.8852459016393442,0.19656818
0.14435146443514643,0.8852459016393442,0.18435988
0.14853556485355648,0.8852459016393442,0.1823202
0.16108786610878661,0.8852459016393442,0.17272368
0.16736401673640167,0.8852459016393442,0.16965404
0.17154811715481172,0.8852459016393442,0.16870224
0.17573221757322174,0.8852459016393442,0.16701952
0.1799163179916318,0.8852459016393442,0.16552581
0.1799163179916318,0.8934426229508197,0.15996858
0.18410041841004185,0.8934426229508197,0.15881698
0.18828451882845187,0.8934426229508197,0.15560217
0.19665271966527198,0.8934426229508197,0.1555687
0.20711297071129708,0.8934426229508197,0.14443131
0.20711297071129708,0.9016393442622951,0.14422393
0.2217573221757322,0.9016393442622951,0.14019413
0.2280334728033473,0.9016393442622951,0.1341444
0.23640167364016737,0.9016393442622951,0.13127631
0.24267782426778242,0.9016393442622951,0.12955298
0.24267782426778242,0.9098360655737705,0.12922433
0.2510460251046025,0.9098360655737705,0.1254054
0.2615062761506276,0.9098360655737705,0.12530029
0.26778242677824265,0.9098360655737705,0.12419105
0.2719665271966527,0.9098360655737705,0.122905195
0.27615062761506276,0.9098360655737705,0.12195061
0.28661087866108786,0.9098360655737705,0.11879809
0.2928870292887029,0.9098360655737705,0.11870812
0.29707112970711297,0.9098360655737705,0.11708505
0.3054393305439331,0.9098360655737705,0.112360545
0.32217573221757323,0.9098360655737705,0.1119118
0.32426778242677823,0.9098360655737705,0.11116397
0.33472803347280333,0.9098360655737705,0.10869252
0.3368200836820084,0.9098360655737705,0.108212076
0.3410041841004184,0.9098360655737705,0.10812982
0.34309623430962344,0.9098360655737705,0.107083455
0.3514644351464435,0.9098360655737705,0.106212385
0.3514644351464435,0.9180327868852459,0.105847515
0.35564853556485354,0.9180327868852459,0.10439787
0.36401673640167365,0.9180327868852459,0.10174912
0.3723849372384937,0.9180327868852459,0.09932679
0.37656903765690375,0.9180327868852459,0.09547715
0.3891213389121339,0.9180327868852459,0.09459904
0.3912133891213389,0.9180327868852459,0.094556674
0.399581589958159,0.9180327868852459,0.09269095
0.401673640167364,0.9180327868852459,0.0920761
0.40585774058577406,0.9180327868852459,0.09091922
0.41631799163179917,0.9180327868852459,0.0887063
0.4225941422594142,0.9180327868852459,0.088609114
0.4246861924686193,0.9180327868852459,0.08845185
0.4372384937238494,0.9180327868852459,0.08827621
0.4602510460251046,0.9180327868852459,0.087275125
0.4707112970711297,0.9180327868852459,0.08324235
0.47489539748953974,0.9180327868852459,0.082958736
0.4874476987447699,0.9180327868852459,0.08227761
0.49581589958158995,0.9180327868852459,0.08192418
0.5,0.9180327868852459,0.079481564
0.5062761506276151,0.9180327868852459,0.07894178
0.5146443514644351,0.9180327868852459,0.0768761
0.5230125523012552,0.9180327868852459,0.07678584
0.5292887029288703,0.9180327868852459,0.07310909
0.5376569037656904,0.9262295081967213,0.07297854
0.5397489539748954,0.9262295081967213,0.07144518
0.5439330543933054,0.9262295081967213,0.07140762
0.5481171548117155,0.9262295081967213,0.0698398
0.5564853556485355,0.9262295081967213,0.06932084
0.5606694560669456,0.9262295081967213,0.065273196
0.5690376569037657,0.9262295081967213,0.06416884
0.5711297071129707,0.9262295081967213,0.06397751
0.5794979079497908,0.9262295081967213,0.06395162
0.5920502092050209,0.9262295081967213,0.062306855
0.5962343096234309,0.9262295081967213,0.062243372
0.5962343096234309,0.9344262295081968,0.06219787
0.6464435146443515,0.9344262295081968,0.059325315
0.6506276150627615,0.9426229508196722,0.05839055
0.6569037656903766,0.9426229508196722,0.056945916
0.6631799163179917,0.9426229508196722,0.0566822
0.6694560669456067,0.9426229508196722,0.05534299
0.6778242677824268,0.9426229508196722,0.055245083
0.6799163179916318,0.9426229508196722,0.05506855
0.6841004184100419,0.9426229508196722,0.052990317
0.6861924686192469,0.9426229508196722,0.052798722
0.696652719665272,0.9426229508196722,0.05266159
0.7112970711297071,0.9426229508196722,0.051793337
0.7133891213389121,0.9426229508196722,0.051639862
0.7175732217573222,0.9426229508196722,0.05161028
0.7238493723849372,0.9426229508196722,0.050697275
0.7238493723849372,0.9508196721311475,0.05059312
0.7280334728033473,0.9508196721311475,0.049232155
0.7343096234309623,0.9508196721311475,0.048776254
0.7364016736401674,0.9508196721311475,0.0483414
0.7615062761506276,0.9590163934426229,0.04786651
