,amikacin,amoxicillin,amoxicillin/clavulanic acid,ampicillin,ampicillin/sulbactam,azithromycin,aztreonam,cefazolin,cefepime,cefotaxime,cefotetan,cefoxitin,cefpodoxime,cefpodoxime_clavulanic_acid,ceftazidime,ceftiofur,ceftriaxone,cefuroxime,cephalothin,chloramphenicol,ciprofloxacin,colistin,doripenem,doxycycline,ertapenem,erythromycin,fosfomycin,gentamicin,imipenem,kanamycin,levofloxacin,meropenem,minocycline,nalidixic acid,nitrofurantoin,norfloxacin,oxytetracycline,piperacillin/tazobactam,streptomycin,sulfamethoxazole,sulfisoxazole,tetracycline,tigecycline,tobramycin,trimethoprim,trimethoprim/sulfamethoxazole
oxytetracycline,0.0,0.0,0.0,0.41811233797972064,0.08458516727440954,0.0,0.06550715792540233,0.16378822960166323,0.06392027721005931,0.0,0.0,0.0,0.0,0.0,0.07872958216222173,0.07816023641463078,0.08703882797784884,0.0,0.0,0.3359301817390368,0.3380603145248008,0.0,0.0,0.7801894976054937,0.0,0.0,0.0,0.010174922425653803,0.0,0.0,0.3049244501112929,0.0,0.047828670265295956,0.0,0.25747621272173776,0.0,1.0,0.0,0.3825550265626479,0.0,0.0,0.0,0.0,0.0,0.0,0.4480068175874617
piperacillin/tazobactam,0.23233396844150664,0.0,0.6774320181614314,0.320545019694398,0.3938533761791448,0.0,0.5237032673747665,0.32429822766006317,0.560904611091235,0.29267831777737097,0.0,0.3218972206843804,-0.12787321262844806,0.0,0.33081917137687433,0.0,0.35198515162362853,0.19372197636917954,0.0,0.16796775328675623,0.20432855829161442,0.06769686620499363,0.6215637243393746,0.0,0.82641970688228,0.0,0.3388337645840859,0.122064200608404,0.8215838362577481,0.0,0.14074323206202324,0.4152297404903264,0.0,0.5443310539518174,0.040233881118521345,0.29755951785595214,0.0,1.0,0.0,0.0,0.0,0.061392455723646246,0.14848864301288198,-0.1025588902342069,0.13990105851817547,0.18770762332392651
streptomycin,0.09057287368239886,0.0,0.5695214286468869,0.5547173640767158,0.09220517785543067,-0.04378925162883496,0.06912736005556003,0.10303300099989603,0.009978072334820814,0.0,0.0,0.6593099592855697,0.0,0.0,0.038213923977666604,0.3009682575496628,0.2969535989197382,0.0,0.0,0.44900144299630373,0.2500876322989197,0.0,0.0,0.4139217962356843,0.0,0.0,0.0,0.20764227560019,0.17549102954075846,0.0,0.16306120326807103,0.0,0.05050762722761055,0.243243243243243,0.2712465455929128,-0.1407186806165916,0.3825550265626479,0.0,1.0,0.5635445125120266,0.7039232969635316,0.6639671540389283,0.0,-0.14547859349066172,0.5425886547966781,0.28139924755183515
sulfamethoxazole,0.0522640378903859,0.0,0.19656134827672425,0.6570033710458858,0.0,0.12020747014394455,0.0,0.0,0.013909295572661426,0.4421702499202427,0.0,0.0,0.0,0.0,0.15961353549606513,0.0,0.07706284170463067,0.0,0.0,0.3502698355959658,0.22909951038842413,-0.11633501014942198,0.0,0.0,0.0,0.0,0.0,0.18809239707602507,0.0,0.0,0.0,0.0,0.0,0.5780095440205694,0.0,-0.05566176591849149,0.0,0.0,0.5635445125120266,1.0,0.0,0.6816934488877288,0.1168683737510571,0.002074037202629243,0.9116665726738491,0.9881153531949158
sulfisoxazole,0.0,0.0,0.5561963318179756,0.7403696710732033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6719057852857954,0.0,0.0,0.0,0.6319375893627089,0.6452437489699364,0.0,0.0,0.46729250248469795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4342481186734474,0.0,0.0,0.0,0.0,0.0,0.04539986092530581,0.0,0.0,0.0,0.0,0.7039232969635316,0.0,1.0,0.4479264210004922,0.0,0.0,0.0,0.17320508075688795
tetracycline,-0.01439733494182517,0.0,0.3976266758151987,0.49641688227823294,0.2178324594548683,0.09919491029391836,0.05145380729684103,0.15636418255858942,0.14129904164821683,0.30862073425443093,0.0,0.40245216039648346,0.0,0.0,0.18443001260171546,0.41704253311508427,0.3464721377960694,-0.06933752452815373,0.0,0.4865049651565021,0.20571071359695114,0.0904905551965282,0.10755228250700086,0.0,-0.004510182670188195,0.6927605533407705,0.0070429521227375605,0.19883155272496295,0.11123747566562242,-0.09656090991705346,0.1499615778134164,0.07861753271268865,0.0,0.4300354812728783,-0.009226097313475968,0.14929193605970212,0.0,0.061392455723646246,0.6639671540389283,0.6816934488877288,0.4479264210004922,1.0,0.06525482224593723,0.0326049021227776,0.6625182976361291,0.34714084308232473
tigecycline,0.13257401008712374,0.0,0.08627620239070637,0.055601277192313024,0.0,0.0,-0.10787573960479425,0.0,-0.02969405701370575,0.14452920678925804,0.0,0.1673483841085858,0.16330442751522342,0.13228756555322957,-0.006598100524250322,0.0,0.09271913472775739,0.0,0.0,0.12409295319583559,0.048418121412165255,-0.20140599270554793,0.0,0.0,0.10500566400694811,0.0,0.0,0.06045604999937617,-0.05397918963594133,0.0,0.06850391379615657,0.30812732806860416,0.0,0.0,-0.028571428571428602,0.0,0.0,0.14848864301288198,0.0,0.1168683737510571,0.0,0.06525482224593723,1.0,0.03195794271106952,0.0,-0.014678564147181123
tobramycin,0.39442528038096736,0.0,0.014806596465282217,0.23535993270959696,0.37865906811476996,0.2811837966266549,0.38490840092396716,0.18076924927512308,0.5671995380445092,0.46611893017557293,0.0,0.28107177151718943,0.298583094714827,0.2394216155902383,0.47003269423842337,0.0,0.432277645275012,0.53313751752291,0.5436510074950146,0.2876147882076577,0.4586345994840672,0.17857142857142863,0.13434128175506266,0.0,0.10634907395225524,0.0,0.2211629342323457,0.7764452037022489,0.28172281418783,0.0,0.3537462783500152,0.33670867417492717,0.0,0.4900980294098034,0.1893888026581635,0.4315849250403586,0.0,-0.1025588902342069,-0.14547859349066172,0.002074037202629243,0.0,0.0326049021227776,0.03195794271106952,1.0,0.2491630575968354,0.14244845522201563
trimethoprim,0.05115388020599669,0.0,0.3389755109951776,0.4773878270030806,0.39279220242478624,0.1308399046238017,0.3583279165655396,0.0,0.10278175667017864,0.5657733166079222,0.0,0.12836686537498787,0.0,0.0,0.3192638985427921,0.0,0.11329653387008941,0.5066325501138152,0.5290466008008577,0.318407299710294,0.3631293692682471,0.30714171670665985,0.0,0.0,0.35160542320387167,0.0,0.16862291518235772,0.3021125487049494,0.3668996928526712,0.0,0.23904572186687886,0.0955916277723118,0.0,0.5404212391246964,0.07220640094792087,-0.01150926975780942,0.0,0.13990105851817547,0.5425886547966781,0.9116665726738491,0.0,0.6625182976361291,0.0,0.2491630575968354,1.0,0.9691146265657196
trimethoprim/sulfamethoxazole,0.024136900856567993,0.0,-0.072946804204289,0.5318197141517713,0.19065092582030224,0.09561157770375203,0.188909484806147,0.08770379593955573,0.1274111542517989,0.3382781991529585,0.039486735585037326,-0.1467889035377318,0.0,0.0,0.27479690037987625,-0.43534932866209664,-0.027940417505398447,0.3005500630871925,0.0,0.005441296710599444,0.40483846462698286,-0.102152909684238,0.05103103630798286,0.3329618214662117,0.09469954671869871,0.0,0.01382956364463801,0.24639355933939674,0.11825886934967841,0.036369648372665445,0.2689613575124662,0.10420625045118619,0.13448850465079892,0.6949249556403606,0.005773663073653676,0.040280583412836676,0.4480068175874617,0.18770762332392651,0.28139924755183515,0.9881153531949158,0.17320508075688795,0.34714084308232473,-0.014678564147181123,0.14244845522201563,0.9691146265657196,1.0
