True_Label,Predicted_Probability
0,0.14440739
0,0.14440739
0,0.14440739
0,0.14440739
0,0.14440739
0,0.14440739
0,0.14440739
0,0.4412793
0,0.14440739
0,0.4412793
0,0.4412793
0,0.4412793
0,0.4412793
0,0.4412793
0,0.4412793
0,0.4412793
0,0.4412793
0,0.16350628
0,0.3502325
0,0.4412793
0,0.3014283
0,0.055864874
0,0.4412793
0,0.3014283
0,0.4412793
0,0.4412793
0,0.4412793
0,0.4412793
0,0.4412793
0,0.4412793
0,0.4412793
0,0.4412793
0,0.4412793
1,0.9471464
1,0.103158355
1,0.94615036
1,0.021294497
1,0.7797184
0,0.06538904
1,0.7875938
1,0.7168144
0,0.044129565
1,0.77212185
1,0.8825099
1,0.8380857
1,0.8531235
1,0.088210024
1,0.7797184
0,0.026484983
0,0.08032572
1,0.9021761
0,0.8531235
1,0.800105
1,0.78077024
1,0.7110067
0,0.07104259
0,0.25430572
1,0.59988654
1,0.03384692
1,0.95482594
0,0.02632555
1,0.7255552
0,0.06236461
1,0.7822099
1,0.04099819
0,0.026484983
1,0.028331205
1,0.770728
1,0.8358171
1,0.4985085
1,0.94378275
1,0.6769486
1,0.77295583
1,0.76675075
1,0.78777045
1,0.05797172
1,0.8874381
0,0.19660416
1,0.63958806
1,0.9869846
1,0.8278445
1,0.94615036
1,0.9869846
0,0.040540293
1,0.63958806
1,0.61370265
1,0.78518796
1,0.86517733
1,0.7905564
1,0.8927589
1,0.81675124
0,0.038863365
1,0.7914732
0,0.06373208
1,0.85546815
0,0.14226042
0,0.17451993
1,0.8847554
1,0.6654353
1,0.73457086
1,0.9107698
1,0.84104747
1,0.8847554
0,0.057311874
1,0.129881
1,0.94378275
1,0.8847554
1,0.91277343
1,0.84926736
0,0.14440739
1,0.938976
1,0.91756815
1,0.91756815
1,0.8024637
1,0.7905564
0,0.120265074
0,0.1175983
1,0.8024637
1,0.85546815
1,0.65921545
0,0.12045607
1,0.96445924
1,0.8731943
0,0.19660416
1,0.8708608
1,0.78518796
1,0.91756815
0,0.040540293
0,0.17230186
1,0.90193635
0,0.106710725
1,0.835345
1,0.9757844
0,0.08011852
0,0.24687287
1,0.9060473
0,0.22005238
0,0.08466696
1,0.876778
1,0.929838
0,0.04248226
0,0.27170834
0,0.27170834
0,0.19660416
0,0.048022196
1,0.8191581
0,0.08325357
0,0.040243603
0,0.03145569
0,0.039765663
1,0.9541887
0,0.06493372
1,0.9650544
0,0.05498684
0,0.048987083
0,0.19511433
