Antibiotic,Optimal_Threshold,Accuracy,Balanced_Accuracy,Sensitivity_Recall_TPR,Specificity_TNR,Precision_PPV,NPV,F1_Score,MCC,Cohen_Kappa,ROC_AUC,PR_AUC,True_Positives,True_Negatives,False_Positives,False_Negatives,Total_Samples,Resistant_Count,Susceptible_Count
Gentamicin,0.4985085129737854,0.9625,0.9293066062265132,0.8742138364779874,0.984399375975039,0.9328859060402684,0.9692780337941628,0.9025974025974026,0.8801192410920919,0.8794078927534192,0.9300473905748683,0.8561904282629891,139,631,10,20,800,159,641
