Mean_Predicted_Probability,Fraction_Positives
0.050423946235670536,0.03056768558951965
0.14109146000026798,0.04316546762589928
0.24766311851831582,0.0
0.32710873654910494,0.0
0.44357603652910754,0.045454545454545456
0.5998865365982056,1.0
0.6609472215175629,1.0
0.7660775780677795,0.9696969696969697
0.860444747317921,0.9090909090909091
0.9387479412312411,0.9183673469387755
